Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Sleep_Hours,Motivation_Level,Teacher_Quality,School_Type,Internet_Access,Family_Income,Parental_Involvement,Parental_Education_Level,Distance_from_Home,Physical_Activity,Peer_Influence,Access_to_Resources,Extracurricular_Activities,Health,Study_Environment,Exam_Score
3,45,63,4,8,Medium,,Private,No,High,Low,,22.0,4,Neutral,High,Yes,3,Average,58
8,56,49,3,7,High,Poor,Public,Yes,High,Medium,Postgraduate,2.0,3,Negative,Medium,No,5,Poor,66
8,99,83,4,7,Medium,Good,Public,Yes,Medium,High,School,8.0,4,Negative,Low,Yes,2,Poor,95
11,64,54,1,6,Low,Average,Public,No,Medium,High,Graduate,25.0,4,Positive,Low,Yes,1,Average,74
1,77,44,3,8,High,Poor,Private,No,High,High,School,21.0,0,Negative,Low,Yes,4,Good,58
10,43,67,3,6,Low,Poor,Public,No,Medium,Low,Postgraduate,22.0,6,Negative,High,Yes,5,Good,68
2,69,52,4,8,Medium,Average,Private,No,Medium,High,Graduate,20.0,6,Neutral,Medium,Yes,5,Good,66
8,59,81,4,6,Medium,Average,Private,Yes,High,Medium,Graduate,11.0,1,Negative,Low,Yes,3,Average,73
1,42,95,3,6,Medium,Good,Private,Yes,Medium,Medium,Graduate,2.0,2,Negative,Low,Yes,4,Average,68
8,62,86,2,5,Medium,Poor,Private,Yes,High,High,School,12.0,2,Negative,Medium,No,3,Good,82
8,90,86,2,7,High,Poor,Private,No,Medium,High,Graduate,5.0,2,Negative,High,No,4,Poor,88
2,57,81,4,5,High,Poor,Public,No,Low,Medium,Graduate,21.0,6,Positive,Low,Yes,1,Poor,59
4,65,64,2,6,Medium,Poor,Private,Yes,Low,High,,16.0,3,Neutral,Low,Yes,1,Poor,60
6,95,43,1,5,Low,Average,Public,Yes,Medium,High,School,1.0,2,Neutral,High,Yes,5,Poor,63
11,75,43,1,9,High,Poor,Private,Yes,Medium,High,School,12.0,6,Negative,Low,No,5,Good,79
9,47,62,1,9,Low,Poor,Public,Yes,Low,Medium,Postgraduate,5.0,5,Positive,High,No,1,Poor,67
8,56,81,3,7,Medium,Poor,Public,Yes,High,Medium,School,1.0,5,Positive,Medium,Yes,4,Average,74
8,70,30,3,7,High,Good,Private,No,High,High,School,3.0,1,Negative,Medium,No,3,Average,65
7,76,63,3,6,High,Good,Public,Yes,Low,Medium,Graduate,27.0,6,Negative,High,Yes,1,Average,80
9,84,48,3,7,High,Good,Public,No,High,High,,25.0,2,Neutral,High,Yes,1,Poor,77
2,96,53,3,5,Low,Average,Private,No,High,High,Graduate,4.0,6,Neutral,High,Yes,2,Average,70
3,72,33,4,4,Medium,Average,Private,No,Low,High,School,9.0,4,Neutral,Medium,Yes,5,Average,47
10,66,65,2,7,Medium,Average,Private,Yes,Low,Low,School,,6,Neutral,Medium,No,4,Average,78
8,84,87,4,5,High,Poor,Public,No,Medium,Low,Graduate,17.0,5,Negative,Low,No,3,Average,93
6,43,61,2,9,High,Poor,Public,Yes,Low,High,Postgraduate,12.0,4,Negative,High,No,2,Good,63
10,61,38,4,9,Medium,Average,Public,Yes,Low,Low,Postgraduate,19.0,4,Neutral,High,No,2,Poor,68
9,65,96,1,5,Low,Good,Private,No,High,High,Graduate,,6,Neutral,Low,No,1,Poor,87
10,71,49,0,9,High,,Public,Yes,High,Low,School,3.0,2,Negative,Low,Yes,5,Poor,77
4,63,91,3,5,Low,,Private,No,Medium,High,Postgraduate,20.0,1,Neutral,Medium,Yes,1,Good,74
8,85,87,0,7,Low,Poor,Private,Yes,High,Low,Postgraduate,,1,Negative,Low,No,2,Poor,90
10,74,51,0,4,Medium,,Public,Yes,High,Medium,Graduate,20.0,2,Neutral,Low,Yes,2,Good,71
3,76,96,1,6,Medium,Good,Public,No,High,Medium,Postgraduate,8.0,1,Negative,High,No,3,Average,80
3,71,77,0,6,Low,Average,Private,No,Low,Low,,,5,Positive,Low,Yes,1,Good,71
8,46,37,0,7,Low,Good,Private,Yes,High,High,Graduate,,2,Negative,High,No,1,Poor,55
5,72,44,1,7,Medium,,Public,No,Low,Low,Postgraduate,15.0,1,Positive,High,No,4,Good,66
3,70,61,2,9,High,Average,Private,No,High,Low,School,20.0,0,Positive,High,No,3,Good,71
10,94,82,4,3,Low,Poor,Private,Yes,Low,Medium,,28.0,0,Neutral,Low,Yes,5,Average,95
11,51,96,0,8,High,Poor,Public,No,High,Medium,Graduate,12.0,1,Positive,Low,Yes,1,Good,85
1,50,33,3,4,Low,Poor,Private,No,Medium,Medium,Graduate,3.0,4,Neutral,High,Yes,1,Good,40
3,63,59,1,5,Medium,,Public,Yes,Medium,Low,,7.0,5,Positive,Medium,Yes,5,Good,58
9,47,42,0,8,High,Average,Public,No,Medium,Medium,School,22.0,0,Positive,Medium,Yes,3,Good,63
5,71,50,2,5,Medium,Good,Public,Yes,High,Medium,Postgraduate,1.0,5,Neutral,High,No,1,Poor,60
10,96,70,2,8,Low,Poor,Private,No,Medium,Medium,Postgraduate,10.0,6,Negative,Medium,Yes,5,Average,89
2,77,48,3,6,Medium,,Public,Yes,Low,High,Postgraduate,17.0,3,Neutral,Low,No,4,Good,56
7,99,77,0,8,High,Average,Public,No,Medium,High,Postgraduate,,5,Positive,High,Yes,1,Average,92
2,61,92,3,7,Medium,Poor,Public,Yes,Medium,Low,Postgraduate,19.0,2,Neutral,Low,Yes,5,Average,72
4,73,49,2,4,High,Average,Public,Yes,Medium,Medium,Graduate,25.0,3,Neutral,Medium,Yes,2,Poor,58
7,58,93,2,6,Medium,Good,Public,Yes,Medium,Low,Postgraduate,12.0,1,Positive,Medium,No,1,Good,85
4,91,66,4,9,Medium,Good,Public,No,Low,Low,Postgraduate,29.0,1,Positive,Low,Yes,4,Good,81
7,59,60,2,8,High,Poor,Private,Yes,Medium,Medium,Postgraduate,28.0,6,Positive,Medium,Yes,5,Poor,73
7,95,47,1,4,High,Good,Private,Yes,High,Low,School,2.0,4,Neutral,Medium,Yes,5,Poor,76
1,53,49,4,7,High,Poor,Private,No,Medium,Medium,Postgraduate,12.0,6,Neutral,Low,No,1,Poor,51
6,72,40,3,9,Low,Poor,Private,Yes,High,Medium,Graduate,,0,Neutral,Low,Yes,2,Average,57
9,49,73,2,5,Medium,,Public,Yes,High,High,School,19.0,5,Negative,Low,Yes,5,Good,73
2,55,93,1,9,High,Average,Private,Yes,Medium,Low,,9.0,0,Neutral,Low,No,5,Good,76
3,43,63,4,3,Low,Poor,Private,Yes,Medium,Low,Postgraduate,28.0,5,Negative,Medium,Yes,2,Good,55
10,66,94,1,4,Low,,Private,No,High,Medium,School,6.0,3,Positive,Low,No,4,Poor,84
5,67,84,4,5,High,Good,Public,No,Low,High,Postgraduate,17.0,6,Negative,High,No,1,Average,78
9,82,30,4,4,High,Poor,Public,No,Low,High,Postgraduate,2.0,0,Neutral,Medium,Yes,1,Average,60
4,55,67,4,4,High,Poor,Public,Yes,Medium,Low,Postgraduate,7.0,1,Positive,Medium,No,1,Poor,63
1,98,38,3,4,Low,Good,Private,No,Low,High,Graduate,6.0,4,Negative,Low,No,3,Good,63
4,91,46,4,7,Low,Good,Public,Yes,Low,Low,School,14.0,2,Positive,Medium,Yes,1,Good,73
6,72,81,4,6,Medium,Average,Public,Yes,Medium,Low,School,17.0,3,Positive,Low,Yes,2,Average,78
5,87,47,1,4,Low,Average,Public,No,High,High,School,,5,Negative,Medium,Yes,1,Average,64
1,58,92,4,7,High,Good,Private,Yes,High,Medium,School,18.0,3,Positive,Low,Yes,4,Good,74
4,60,62,3,3,Medium,Average,Public,Yes,Low,Low,School,6.0,2,Positive,Medium,No,3,Poor,57
6,61,33,1,6,Medium,,Private,No,High,Low,Postgraduate,,1,Neutral,High,No,2,Poor,52
10,48,81,4,7,Medium,Poor,Private,No,Medium,Low,Postgraduate,6.0,3,Positive,Low,No,2,Average,74
10,48,38,1,9,Medium,Average,Public,Yes,Low,Low,Postgraduate,22.0,0,Negative,Low,No,4,Poor,60
4,48,93,3,3,High,Average,Public,Yes,High,High,Graduate,14.0,0,Negative,High,No,1,Poor,66
9,66,59,1,9,Medium,Poor,Public,Yes,Low,High,Graduate,13.0,0,Neutral,Low,Yes,3,Good,69
5,56,37,3,6,High,Good,Public,Yes,High,High,Graduate,9.0,4,Neutral,Medium,Yes,3,Good,58
8,83,34,2,7,Low,Average,Private,No,Low,High,Graduate,18.0,2,Negative,Medium,Yes,3,Poor,63
9,96,92,4,3,High,Average,Private,No,High,Low,School,10.0,1,Negative,Medium,No,2,Average,95
10,84,30,3,7,Medium,Good,Private,Yes,High,Medium,Graduate,10.0,0,Neutral,High,Yes,4,Good,66
5,47,44,4,3,Low,Average,Private,No,Medium,Medium,School,27.0,0,Negative,High,Yes,2,Good,49
6,55,67,3,4,Low,Good,Public,Yes,Medium,High,School,,4,Positive,Medium,Yes,1,Good,70
1,57,71,0,4,Low,Poor,Private,No,Medium,Low,School,9.0,0,Neutral,High,No,5,Average,58
11,98,75,0,6,Medium,Good,Private,No,Low,High,Postgraduate,,5,Neutral,Low,No,3,Good,95
7,72,82,0,3,High,Good,Public,Yes,Low,Medium,Postgraduate,26.0,4,Neutral,High,Yes,3,Good,87
4,40,55,3,4,High,Good,Private,No,Low,High,School,25.0,5,Neutral,Low,No,3,Poor,53
11,51,90,4,6,Medium,Poor,Public,Yes,High,Low,Graduate,9.0,2,Positive,Medium,Yes,2,Average,84
2,45,96,0,5,Medium,Good,Public,No,High,Low,,,3,Neutral,Medium,No,3,Poor,67
5,80,83,4,4,Low,Good,Public,No,High,Low,Postgraduate,26.0,0,Neutral,Medium,No,3,Poor,80
3,94,51,3,4,High,,Private,Yes,Low,High,Graduate,9.0,0,Negative,High,Yes,5,Poor,67
6,44,55,4,8,Medium,Average,Public,No,Medium,Medium,Postgraduate,13.0,6,Neutral,Medium,Yes,4,Poor,55
8,98,89,4,7,Medium,Average,Public,No,Low,Low,Graduate,10.0,2,Negative,High,No,1,Poor,89
7,55,68,0,5,High,Good,Public,Yes,Low,Medium,Postgraduate,25.0,3,Negative,Medium,Yes,2,Poor,72
3,57,65,1,3,Low,Poor,Private,No,Medium,Medium,,3.0,4,Negative,Low,Yes,1,Good,57
8,88,50,2,6,Low,Poor,Private,No,Medium,High,Postgraduate,29.0,3,Positive,High,No,4,Average,73
2,57,70,3,5,Low,Good,Public,Yes,Low,High,Graduate,20.0,0,Neutral,Low,Yes,1,Poor,63
10,40,77,3,3,High,Good,Private,Yes,High,Medium,Postgraduate,4.0,2,Neutral,Low,Yes,2,Average,76
9,58,55,3,4,Medium,,Private,No,High,Low,Graduate,14.0,5,Negative,Low,No,5,Average,65
4,93,92,2,9,Medium,Average,Private,No,Medium,Low,Postgraduate,13.0,1,Neutral,Medium,Yes,1,Good,84
1,47,65,1,8,Medium,Good,Private,Yes,Low,High,Postgraduate,20.0,2,Negative,Low,Yes,4,Average,57
8,42,53,4,9,Medium,Poor,Private,Yes,High,Low,School,,4,Neutral,Low,Yes,2,Average,64
7,97,50,3,6,High,Good,Public,No,High,Medium,Graduate,21.0,4,Negative,Low,No,4,Average,80
11,64,47,4,6,Low,Poor,Private,No,Medium,Low,Graduate,7.0,0,Negative,High,No,1,Average,67
5,97,44,0,5,Low,Average,Private,Yes,Low,High,,,6,Negative,High,Yes,2,Good,68
10,44,35,0,7,Low,Good,Private,No,Medium,Medium,Postgraduate,23.0,2,Positive,High,No,1,Good,56
5,94,72,0,3,Low,Poor,Private,No,Low,Medium,Graduate,8.0,1,Negative,High,No,3,Poor,71
7,79,60,3,8,Medium,Average,Public,Yes,Low,Low,,6.0,2,Positive,High,No,2,Average,73
5,58,57,2,8,Medium,Good,Public,No,Low,Low,Graduate,25.0,4,Positive,High,Yes,1,Average,66
8,57,37,3,9,High,Good,Private,No,Low,Medium,School,4.0,6,Negative,High,Yes,2,Good,65
11,89,58,0,5,Low,Average,Public,Yes,Low,High,School,28.0,2,Positive,Medium,Yes,5,Good,80
6,92,50,0,7,Medium,Good,Private,No,Low,High,Graduate,5.0,0,Neutral,High,Yes,3,Good,70
5,70,87,3,7,Medium,Average,Private,No,High,Low,Postgraduate,25.0,4,Positive,Low,No,4,Average,81
9,72,89,2,7,Medium,,Public,Yes,High,High,Postgraduate,25.0,2,Positive,Medium,No,1,Good,86
11,86,79,2,6,Low,Good,Public,Yes,High,Medium,School,,2,Positive,High,Yes,4,Average,94
2,57,60,4,3,Medium,Average,Private,Yes,High,High,Postgraduate,2.0,0,Positive,High,Yes,1,Good,56
1,96,76,1,3,Low,Average,Private,No,Low,Medium,School,25.0,0,Negative,Low,Yes,2,Average,72
8,78,63,0,9,Low,Poor,Public,No,High,Low,Graduate,22.0,2,Neutral,Low,No,4,Poor,73
3,55,31,2,5,High,Good,Private,No,Low,High,Graduate,,6,Neutral,Low,No,3,Good,51
11,55,96,0,4,High,Average,Private,No,Medium,Medium,Graduate,14.0,1,Positive,Medium,No,1,Poor,89
7,86,81,1,5,Low,Average,Public,Yes,Medium,Low,School,24.0,4,Neutral,Medium,No,4,Good,81
10,77,36,0,3,Low,Average,Public,Yes,High,Medium,Postgraduate,24.0,2,Negative,Medium,No,1,Good,65
11,80,48,2,9,Low,Good,Public,Yes,Low,High,Graduate,14.0,0,Positive,Medium,Yes,5,Average,80
8,46,44,4,6,Medium,Good,Private,No,High,Medium,Postgraduate,5.0,4,Positive,Low,No,5,Poor,59
6,53,77,3,5,Medium,Poor,Private,Yes,Low,Low,Postgraduate,11.0,0,Positive,Low,Yes,4,Average,67
10,82,43,3,9,Medium,Poor,Public,No,High,Low,,27.0,4,Neutral,Low,Yes,5,Average,71
9,92,32,2,4,High,Poor,Public,No,Medium,High,School,26.0,2,Positive,Low,No,3,Average,66
7,87,79,2,8,Low,Good,Private,No,Medium,Low,Postgraduate,20.0,5,Positive,Low,Yes,4,Average,89
10,64,83,1,5,Medium,Average,Private,Yes,High,High,Postgraduate,3.0,5,Neutral,High,No,2,Good,87
5,71,35,0,9,Medium,Good,Private,No,High,Low,Graduate,16.0,6,Negative,Low,No,4,Average,59
8,77,78,1,7,High,,Public,No,Low,High,Graduate,20.0,3,Neutral,Low,Yes,2,Good,78
2,61,52,3,4,High,Good,Public,Yes,Medium,Low,Graduate,8.0,5,Negative,High,No,5,Good,61
7,98,49,0,7,Low,Poor,Private,Yes,High,High,Postgraduate,20.0,3,Negative,Medium,Yes,4,Average,78
4,55,89,1,6,Low,Average,Private,No,Low,Medium,School,15.0,4,Negative,Low,Yes,3,Good,72
9,91,74,3,3,Medium,Good,Private,No,Medium,Medium,Postgraduate,14.0,6,Positive,High,No,5,Poor,87
1,68,90,0,5,Medium,Poor,Private,No,Low,High,Graduate,14.0,6,Negative,High,No,5,Poor,63
7,55,85,4,9,Medium,Good,Public,Yes,Medium,Low,Graduate,8.0,6,Positive,High,Yes,5,Poor,79
6,51,31,4,5,Medium,,Public,Yes,Medium,Low,School,24.0,0,Neutral,High,Yes,2,Poor,47
8,56,74,1,7,Medium,Poor,Public,Yes,Low,High,Postgraduate,1.0,0,Negative,Medium,Yes,2,Good,69
5,76,69,2,7,High,Good,Public,Yes,Low,Low,Graduate,16.0,0,Positive,Medium,No,3,Good,78
1,66,53,0,3,Low,Poor,Public,Yes,Medium,High,School,27.0,2,Positive,Medium,No,2,Poor,53
1,64,58,1,9,High,Average,Private,No,Medium,Medium,Graduate,27.0,4,Negative,Low,Yes,1,Poor,55
9,52,96,2,5,Low,,Public,No,Low,High,School,28.0,2,Negative,High,No,1,Poor,84
10,47,97,2,9,Low,Poor,Public,No,High,Low,Postgraduate,12.0,3,Negative,Low,Yes,4,Poor,90
6,95,95,0,3,Low,,Public,No,Low,Low,School,14.0,3,Positive,High,No,5,Good,88
10,44,83,0,7,High,Average,Private,Yes,High,High,,9.0,0,Positive,High,No,1,Poor,78
5,51,82,2,8,Medium,Average,Private,Yes,Low,High,Postgraduate,14.0,0,Negative,Medium,No,2,Poor,68
1,80,78,3,9,Low,Good,Public,No,High,High,Graduate,13.0,4,Neutral,Medium,Yes,3,Average,76
6,42,61,1,7,Low,Poor,Public,No,High,High,Postgraduate,19.0,3,Positive,Low,Yes,2,Average,60
6,74,90,0,4,High,Poor,Public,Yes,Medium,Medium,Graduate,22.0,4,Positive,High,No,5,Good,82
3,72,71,2,7,High,Good,Public,No,Low,Low,Graduate,,3,Neutral,High,Yes,5,Poor,73
8,96,30,3,7,Medium,,Private,No,Low,Low,Postgraduate,19.0,1,Neutral,Low,No,1,Poor,68
1,61,92,4,9,Medium,Average,Public,Yes,Low,High,School,25.0,4,Neutral,Medium,No,1,Average,68
1,89,64,2,8,Low,Good,Public,No,High,High,Postgraduate,17.0,1,Positive,High,No,2,Poor,72
6,95,80,3,3,High,Good,Public,Yes,High,High,Postgraduate,23.0,2,Neutral,High,Yes,4,Poor,87
10,83,74,4,4,Medium,Poor,Public,No,Medium,Medium,School,5.0,6,Neutral,High,Yes,2,Poor,81
1,48,94,3,4,Medium,Poor,Private,No,High,Medium,Graduate,28.0,3,Positive,Medium,No,1,Average,65
6,80,43,0,5,Medium,Good,Public,No,Low,High,Graduate,,1,Positive,Medium,No,4,Average,62
1,57,32,2,8,High,Average,Public,Yes,High,Low,Postgraduate,28.0,2,Positive,Low,No,4,Poor,41
6,89,53,4,6,High,Poor,Public,Yes,High,Medium,School,27.0,4,Neutral,Medium,Yes,1,Poor,75
3,68,94,3,5,High,Good,Public,Yes,Medium,Low,School,23.0,1,Negative,Medium,Yes,2,Poor,84
8,78,77,4,5,High,Average,Public,Yes,High,Medium,,1.0,1,Negative,Low,No,3,Poor,86
6,66,39,1,5,High,Poor,Private,Yes,Low,High,School,22.0,2,Positive,Low,No,1,Good,57
11,75,42,2,4,Low,,Private,Yes,Low,High,Postgraduate,7.0,6,Neutral,High,Yes,2,Average,65
1,84,43,0,3,Low,Good,Public,No,Low,Low,Postgraduate,25.0,1,Neutral,Medium,No,3,Good,50
5,56,39,4,9,High,Average,Private,No,Low,High,Graduate,25.0,2,Neutral,Low,Yes,5,Good,57
8,95,69,3,7,Low,Average,Public,No,Medium,Low,School,7.0,5,Positive,Low,Yes,5,Good,85
3,73,52,4,4,High,Good,Public,No,Medium,High,,21.0,3,Negative,High,Yes,5,Good,66
6,85,84,3,7,Low,Average,Public,Yes,Low,High,Postgraduate,23.0,3,Neutral,Medium,Yes,3,Poor,80
5,42,92,4,7,Low,Good,Public,No,Low,Low,School,27.0,3,Negative,High,Yes,4,Poor,72
6,44,71,0,6,Medium,Average,Public,Yes,High,High,School,17.0,1,Negative,Medium,No,5,Poor,67
10,53,95,0,9,High,Average,Public,No,High,Medium,Graduate,,1,Neutral,Low,No,5,Poor,95
1,42,76,2,5,Low,Poor,Private,No,High,High,,13.0,0,Positive,High,No,4,Average,54
7,62,81,0,6,Low,,Public,Yes,High,Low,Graduate,28.0,0,Negative,Medium,No,3,Average,77
9,78,47,4,5,Medium,Average,Private,Yes,High,High,Graduate,29.0,2,Negative,Low,No,3,Poor,65
2,69,47,4,4,Low,,Private,No,Low,Medium,,13.0,1,Negative,High,No,4,Poor,49
10,89,53,0,7,Medium,,Private,Yes,High,High,School,10.0,2,Negative,High,No,1,Poor,77
5,84,52,1,6,Low,Poor,Public,Yes,High,High,Postgraduate,20.0,4,Negative,Low,Yes,4,Poor,70
10,62,41,4,8,Medium,Good,Public,No,High,Medium,School,2.0,6,Neutral,Medium,Yes,2,Poor,68
4,66,52,2,4,Medium,Average,Public,Yes,Medium,High,School,6.0,1,Positive,Medium,Yes,2,Average,60
6,93,50,1,4,High,Average,Public,Yes,Medium,High,Graduate,,5,Negative,High,No,1,Average,75
6,49,93,0,8,High,Average,Public,Yes,Medium,Low,School,27.0,4,Positive,Low,No,1,Poor,79
11,64,63,3,5,Low,Average,Private,No,Low,Low,Postgraduate,13.0,1,Positive,Medium,Yes,2,Average,77
2,52,31,4,7,High,Poor,Private,Yes,Medium,Low,Postgraduate,29.0,3,Neutral,Medium,Yes,4,Average,47
2,55,98,3,5,High,Poor,Public,Yes,High,Low,School,23.0,2,Positive,Medium,No,3,Good,74
4,80,60,2,5,High,Poor,Private,Yes,High,Medium,School,8.0,5,Positive,High,No,2,Poor,69
1,73,97,1,4,Low,Poor,Private,No,High,Low,Graduate,21.0,0,Positive,High,Yes,4,Poor,77
9,94,99,3,5,Low,Good,Public,No,Low,Low,School,13.0,3,Positive,High,Yes,2,Average,95
7,76,48,2,3,High,Good,Public,No,Medium,High,Graduate,,5,Negative,Medium,No,3,Average,70
7,61,42,3,8,High,Good,Public,Yes,Medium,Medium,School,11.0,0,Neutral,Low,No,2,Average,69
3,56,94,3,9,Low,,Private,No,High,Medium,Graduate,10.0,1,Neutral,Low,No,2,Average,77
11,62,35,2,8,High,Good,Private,Yes,High,Low,Postgraduate,29.0,4,Neutral,Low,No,3,Poor,62
3,93,56,4,7,Medium,,Private,No,Medium,High,,27.0,4,Positive,High,Yes,5,Average,72
1,75,81,3,8,Low,Poor,Private,No,Medium,Medium,School,,5,Positive,Medium,No,2,Average,68
3,88,77,2,5,Low,Average,Private,Yes,High,Medium,Graduate,,6,Negative,Medium,Yes,2,Poor,71
3,48,97,3,5,Medium,Good,Private,Yes,Medium,Low,Graduate,,3,Positive,Low,Yes,2,Average,74
4,91,73,4,6,High,Average,Private,Yes,Medium,Low,School,17.0,0,Positive,Medium,No,1,Good,80
4,41,46,2,7,Medium,Average,Public,Yes,Low,Low,,28.0,5,Neutral,Low,No,1,Poor,49
3,71,67,3,7,High,Good,Private,Yes,High,High,School,8.0,2,Positive,High,Yes,3,Average,68
10,95,39,0,8,High,Average,Public,Yes,Medium,Low,Postgraduate,20.0,2,Neutral,Low,Yes,4,Average,76
8,89,83,4,5,Low,Good,Public,Yes,Low,Medium,Graduate,5.0,6,Neutral,High,Yes,1,Poor,92
8,92,35,3,3,Low,Good,Private,No,Low,Medium,School,29.0,2,Neutral,Medium,Yes,3,Average,66
1,98,35,1,6,High,Average,Private,No,Low,Low,Postgraduate,20.0,0,Positive,Medium,No,1,Good,58
7,61,81,2,3,Medium,Poor,Public,No,Low,Medium,School,,4,Positive,High,No,4,Good,72
11,82,44,3,5,Low,Good,Private,Yes,Low,High,School,23.0,4,Negative,Medium,Yes,1,Poor,73
2,52,97,4,7,High,Poor,Public,No,Low,Low,Postgraduate,10.0,3,Neutral,High,Yes,5,Good,70
1,47,86,4,7,Low,Poor,Private,Yes,Low,Medium,Graduate,19.0,6,Negative,Low,No,4,Poor,65
3,98,85,1,9,Low,Good,Private,No,High,Medium,Postgraduate,18.0,0,Positive,High,No,4,Good,94
4,40,36,1,3,Low,Poor,Public,No,High,Low,School,26.0,1,Positive,Low,Yes,1,Poor,41
6,56,80,3,9,Medium,Average,Public,Yes,High,Medium,Postgraduate,12.0,6,Positive,Medium,No,1,Average,77
10,51,87,0,9,Medium,Average,Public,No,Low,Medium,School,2.0,1,Negative,Low,No,2,Average,80
5,43,93,4,4,High,Poor,Public,No,Medium,Low,Postgraduate,7.0,2,Positive,Low,Yes,2,Poor,71
4,92,55,0,5,Medium,Average,Private,No,Low,High,Graduate,11.0,5,Positive,Medium,Yes,4,Good,68
8,52,87,0,7,High,,Public,No,High,Medium,Postgraduate,15.0,5,Positive,Medium,Yes,2,Poor,83
11,70,60,3,8,High,Good,Public,No,High,High,,12.0,5,Negative,Low,Yes,2,Average,86
4,80,95,2,4,Low,Poor,Public,Yes,Low,High,Graduate,10.0,4,Negative,High,Yes,2,Poor,78
10,98,42,2,7,Low,Average,Private,Yes,High,High,School,13.0,4,Positive,Low,No,5,Average,79
2,46,47,2,8,Medium,Poor,Private,No,Medium,High,Postgraduate,22.0,6,Neutral,Medium,Yes,2,Poor,47
3,62,42,1,7,High,Average,Public,Yes,Medium,High,School,2.0,0,Negative,High,Yes,2,Poor,55
6,63,53,4,4,High,,Private,Yes,Medium,Medium,Postgraduate,24.0,0,Negative,Low,No,5,Good,62
8,44,86,1,3,Low,Average,Public,No,Low,Medium,Graduate,15.0,3,Neutral,Medium,No,1,Average,69
8,44,58,4,5,Low,Average,Private,Yes,High,High,Postgraduate,22.0,0,Negative,High,No,4,Poor,58
11,56,85,4,9,Low,Poor,Public,Yes,High,Low,School,,3,Neutral,Medium,No,3,Poor,86
9,69,83,4,4,Medium,Good,Public,Yes,Medium,High,,6.0,2,Neutral,High,Yes,1,Good,84
7,48,34,3,4,High,Average,Private,No,High,Low,Graduate,4.0,2,Neutral,Low,Yes,5,Poor,46
2,45,64,2,9,High,Good,Public,No,Low,Medium,School,8.0,4,Neutral,High,Yes,5,Poor,63
8,64,48,1,7,High,Average,Public,No,Medium,Low,Graduate,20.0,6,Neutral,High,No,4,Poor,69
7,58,84,1,8,Low,Good,Public,No,Low,Medium,,22.0,6,Negative,Low,Yes,2,Good,79
8,55,98,3,9,Medium,Average,Private,No,Low,Low,School,5.0,6,Positive,High,No,3,Good,84
3,60,73,4,4,Medium,Good,Private,No,High,High,School,,4,Neutral,Low,Yes,3,Good,65
7,41,67,2,5,Low,Average,Public,No,Low,Medium,Graduate,23.0,4,Negative,Medium,No,3,Poor,58
10,49,91,0,9,Medium,Good,Public,Yes,Medium,Low,School,8.0,1,Positive,Medium,Yes,1,Poor,86
9,55,51,0,9,Medium,Average,Public,No,Low,High,Graduate,14.0,3,Positive,Medium,No,5,Poor,69
3,76,69,3,3,High,Average,Private,Yes,High,Low,Postgraduate,22.0,5,Negative,Low,No,3,Good,62
10,54,55,2,8,Low,Good,Public,No,Low,Low,School,17.0,5,Positive,Low,Yes,3,Poor,73
6,52,34,0,3,Low,Poor,Public,No,Low,Low,School,23.0,2,Positive,Low,No,2,Poor,40
2,52,83,0,3,Low,Average,Public,No,High,Medium,Graduate,20.0,3,Neutral,Low,No,1,Poor,60
2,71,78,1,5,Low,Average,Private,No,High,Medium,Postgraduate,2.0,1,Neutral,Medium,Yes,5,Poor,66
5,84,32,2,7,High,Poor,Public,Yes,High,High,Postgraduate,19.0,1,Negative,Low,Yes,4,Average,60
5,86,67,0,8,Medium,Average,Private,No,High,Low,School,,2,Neutral,Medium,No,2,Good,76
7,85,43,1,8,Medium,Good,Public,Yes,High,Low,Graduate,4.0,2,Positive,High,Yes,2,Poor,65
2,47,76,2,9,High,Poor,Public,Yes,High,Medium,,,4,Positive,High,No,2,Poor,65
11,82,43,4,5,Medium,Average,Public,Yes,High,Medium,School,7.0,1,Neutral,Medium,No,3,Good,68
7,57,67,2,8,Low,Good,Private,No,Low,Low,Postgraduate,25.0,4,Negative,High,No,4,Poor,72
5,95,93,3,4,High,,Public,No,Low,Low,Graduate,16.0,2,Negative,Medium,Yes,1,Poor,91
6,75,73,1,6,High,Poor,Public,Yes,Low,Low,Graduate,10.0,5,Neutral,Low,No,5,Poor,70
8,65,99,4,9,Low,Poor,Public,No,Medium,Medium,School,11.0,1,Negative,Medium,Yes,1,Average,87
10,49,94,1,6,Low,Poor,Private,No,High,Low,School,22.0,1,Negative,Low,Yes,2,Average,87
4,70,54,1,6,Low,Good,Public,No,Low,Low,Postgraduate,26.0,0,Positive,High,No,4,Good,63
7,72,45,0,3,Medium,Average,Public,Yes,High,Medium,,5.0,1,Neutral,Medium,No,1,Good,59
6,68,44,2,8,Low,Good,Public,Yes,Medium,Medium,Graduate,25.0,4,Neutral,Low,Yes,1,Poor,63
10,44,32,1,9,High,Good,Private,Yes,High,Medium,School,,0,Positive,Medium,Yes,2,Poor,64
2,52,96,1,5,Medium,Poor,Private,Yes,Low,Medium,School,24.0,6,Positive,Medium,No,2,Poor,65
8,40,66,3,8,Medium,Average,Private,Yes,Medium,Low,School,24.0,1,Neutral,Medium,Yes,1,Poor,64
